city,country,quality_of_life_index,safety_index,healthcare_index,climate_index,purchasing_power_index,cost_of_living_index,traffic_commute_index,pollution_index,green_space_index,walkability_index,accessibility_index,comfort_index,latitude,longitude,public_space_quality
Kuala Lumpur,Malaysia,50.97,62.23,50.79,82.36,29.27,99.28,42.07,54.04,82.84,71.95,53.62,88.06,26.58158,42.95393,Moderate
Berlin,Germany,48.19,49.16,73.59,53.47,94.74,117.79,58.12,76.07,25.43,84.31,62.59,87.61,25.56818,18.37303,Moderate
Vancouver,Canada,43.48,39.41,55.44,89.83,57.43,81.62,50.17,34.28,86.08,25.67,32.82,65.21,31.82127,120.72539,Moderate
Vancouver,Canada,43.08,45.19,51.38,92.17,70.46,60.75,44.54,41.88,39.25,53.2,52.65,72.02,58.95861,121.95421,Moderate
Istanbul,Turkey,62.26,66.19,68.41,54.6,113.24,88.36,26.54,35.35,64.47,88.51,41.65,65.45,59.25257,10.87165,Good
Sydney,Australia,58.88,55.22,40.3,56.27,56.54,36.16,42.84,47.39,90.2,76.82,72.06,33.33,47.5774,-43.97374,Moderate
Kuala Lumpur,Malaysia,60.5,84.73,40.42,65.34,69.21,110.77,29.75,32.85,70.86,63.0,60.18,78.46,55.68384,-3.20944,Good
Tokyo,Japan,47.54,60.85,52.05,91.47,26.3,40.74,69.89,86.93,51.08,62.08,62.2,62.85,31.70262,-75.56215,Moderate
Toronto,Canada,47.51,49.92,42.02,87.58,32.75,59.51,35.12,35.03,71.72,49.34,57.8,72.1,58.99352,43.63124,Moderate
Tokyo,Japan,42.45,72.03,45.94,41.15,49.57,103.42,72.14,17.84,45.8,61.44,92.14,62.67,29.14025,7.52447,Moderate
Vienna,Austria,51.07,77.41,58.64,58.56,27.65,83.76,46.98,52.15,40.79,70.88,43.96,61.97,27.64051,-97.62537,Moderate
Istanbul,Turkey,66.77,45.02,84.14,68.2,84.98,65.43,52.89,14.57,94.75,54.29,63.58,41.17,28.03962,-72.62334,Good
Singapore,Singapore,63.36,45.06,71.46,65.19,65.51,72.61,47.58,18.84,76.31,74.99,77.84,48.12,44.63261,2.10247,Good
Singapore,Singapore,50.59,37.2,68.2,46.63,77.07,106.91,22.76,27.55,68.35,85.29,66.19,40.33,52.11508,110.21108,Moderate
Amsterdam,Netherlands,46.18,79.18,56.14,86.53,41.59,60.6,37.55,47.15,46.65,35.83,90.39,42.72,37.20002,25.09354,Moderate
Vienna,Austria,49.29,74.83,91.25,75.62,53.11,108.27,20.95,44.66,23.69,56.61,54.57,93.24,59.20426,55.60678,Moderate
Sydney,Australia,37.39,63.48,61.84,85.27,88.06,37.93,52.38,73.98,22.33,53.56,60.14,39.95,39.63912,-35.15743,Poor
Barcelona,Spain,53.64,85.65,44.79,86.53,116.7,99.91,41.81,69.16,61.56,73.12,35.75,47.5,29.41615,26.42402,Moderate
Zurich,Switzerland,61.17,83.34,73.94,79.9,29.79,106.28,61.68,44.11,77.15,42.49,69.58,68.39,40.7748,-6.44435,Good
Barcelona,Spain,57.25,70.12,46.26,61.35,109.59,46.36,28.23,36.7,60.3,69.82,48.73,69.66,48.44534,49.66943,Moderate
London,UK,63.73,87.1,58.99,71.63,79.8,68.73,24.87,35.32,83.06,86.42,40.42,40.01,53.96013,-111.59747,Good
Zurich,Switzerland,48.38,47.35,67.91,44.62,78.57,44.89,39.38,71.92,22.51,54.27,65.39,81.59,40.51566,5.72456,Moderate
Bangkok,Thailand,55.59,41.72,88.08,75.42,72.53,93.59,70.6,14.17,47.51,88.77,64.6,81.04,45.36985,-46.56195,Moderate
Bangkok,Thailand,52.26,51.18,67.15,45.76,31.59,78.18,57.63,11.03,37.78,94.52,34.93,45.43,33.62441,-38.56096,Moderate
Copenhagen,Denmark,48.03,38.43,78.62,76.64,33.54,87.18,40.14,73.64,53.55,32.43,75.38,48.76,47.25299,129.64312,Moderate
Melbourne,Australia,51.78,66.87,94.6,48.78,82.09,47.68,46.04,48.17,25.43,41.31,70.55,90.97,59.49499,-76.58587,Moderate
Chicago,USA,64.06,91.2,47.23,42.05,57.39,49.06,20.05,20.47,91.56,91.53,42.29,83.67,25.76593,-42.52001,Good
Vienna,Austria,53.74,37.36,55.11,44.92,112.14,33.73,74.07,28.85,36.74,92.08,60.51,75.36,55.9151,10.12153,Moderate
Bangkok,Thailand,39.04,42.33,61.7,35.12,63.63,58.99,54.98,84.6,89.17,31.84,76.82,35.35,44.24217,103.70214,Poor
Chicago,USA,37.11,62.13,63.2,78.12,38.61,80.38,32.12,78.76,51.94,26.05,64.41,57.19,33.07555,-14.58243,Poor
Berlin,Germany,63.3,91.03,62.61,78.94,92.9,107.21,50.15,66.78,93.91,36.28,55.71,66.35,58.37603,72.1243,Good
Sydney,Australia,59.66,53.97,89.92,65.9,52.87,90.02,21.57,48.58,61.55,94.72,50.95,42.18,41.40075,101.93914,Moderate
Dubai,UAE,53.25,65.43,79.27,44.68,74.92,69.19,72.95,51.63,89.81,37.6,69.68,59.13,35.94085,-42.84567,Moderate
Seoul,South Korea,36.12,37.49,73.43,40.01,91.29,115.78,25.49,88.02,20.4,60.18,91.04,69.07,30.53391,-20.9212,Poor
Lahore,Pakistan,43.96,43.9,57.02,36.15,110.53,94.73,53.88,87.26,76.12,84.39,73.66,51.28,32.80028,-30.5126,Moderate
Seoul,South Korea,60.78,94.2,85.31,44.94,100.26,113.71,29.73,27.22,87.73,26.43,34.86,80.76,53.98257,95.70679,Good
Berlin,Germany,57.12,92.91,92.53,88.45,89.25,77.48,58.05,74.89,30.48,67.31,59.94,84.63,46.11876,-113.24808,Moderate
Kuala Lumpur,Malaysia,44.52,35.3,85.17,49.49,89.57,53.3,61.61,25.78,27.21,44.39,87.9,51.03,56.87684,-43.26841,Moderate
Tokyo,Japan,65.35,92.11,40.09,56.26,114.86,34.75,55.41,27.08,51.84,85.36,36.14,84.51,32.35086,55.04327,Good
Zurich,Switzerland,55.33,73.35,75.0,41.32,53.1,95.35,51.87,64.09,90.03,44.84,94.28,36.73,28.36099,24.84253,Moderate
New York,USA,61.88,87.08,42.81,48.34,25.11,40.92,68.55,42.4,60.68,73.07,91.69,84.45,24.21915,-9.38332,Good
Istanbul,Turkey,40.15,62.28,54.17,66.15,50.84,57.25,19.72,84.52,59.56,72.2,35.09,39.93,42.28303,18.08628,Moderate
London,UK,44.21,65.94,43.27,71.47,45.7,77.92,34.85,17.12,30.58,40.5,90.67,35.39,59.93905,-72.64008,Moderate
Paris,France,45.64,64.33,73.21,49.72,87.87,80.8,29.9,50.92,20.06,27.44,53.6,71.72,49.01875,-10.8601,Moderate
Zurich,Switzerland,55.07,75.01,77.76,38.46,85.2,84.05,74.28,83.48,80.76,53.65,84.91,60.68,35.10221,7.95129,Moderate
Paris,France,45.48,43.38,46.3,58.46,81.38,44.96,38.36,82.33,26.57,45.24,57.19,89.01,55.56691,113.81512,Moderate
Melbourne,Australia,48.36,36.8,61.11,49.05,26.54,64.18,58.96,22.52,67.54,81.63,58.66,53.61,52.142,-55.87868,Moderate
Zurich,Switzerland,64.84,53.48,65.09,48.17,94.23,85.55,56.08,39.33,88.6,81.03,71.23,48.66,24.55495,104.97455,Good
Melbourne,Australia,54.02,77.28,60.3,92.59,55.74,117.28,27.72,59.53,35.65,56.99,80.34,62.55,53.40698,45.72397,Moderate
Seoul,South Korea,54.89,47.11,46.66,71.98,88.18,95.49,29.34,22.75,69.9,67.46,32.2,59.64,34.81896,-119.60968,Moderate
Istanbul,Turkey,44.45,75.41,63.04,68.41,77.87,113.03,31.88,87.44,25.9,67.3,68.56,52.39,29.38824,67.0273,Moderate
Zurich,Switzerland,56.77,93.19,81.31,59.95,57.56,98.6,39.67,83.18,65.28,82.9,42.14,75.09,32.14791,-115.57875,Moderate
Doha,Qatar,44.69,40.63,43.91,60.74,37.78,83.25,29.06,23.36,32.29,54.75,52.49,79.37,40.86887,139.306,Moderate
Paris,France,62.9,75.36,44.41,67.45,33.97,47.28,16.18,19.69,75.2,44.28,52.62,85.44,39.29525,106.24872,Good
Vienna,Austria,56.62,61.63,59.51,76.79,103.99,90.0,67.76,16.83,42.59,43.55,60.49,93.24,34.39994,-46.20391,Moderate
Karachi,Pakistan,54.68,87.09,91.79,77.13,112.25,86.1,72.94,82.76,54.75,62.53,51.72,47.33,30.19986,-56.78602,Moderate
Seoul,South Korea,56.39,45.63,76.77,45.3,86.73,84.22,35.49,25.49,64.96,56.44,36.98,76.55,51.44031,-23.91811,Moderate
Lahore,Pakistan,37.18,76.56,77.33,65.01,34.83,74.08,35.31,43.3,32.85,55.81,39.47,55.63,59.64395,-30.61575,Poor
Vancouver,Canada,46.86,85.29,59.91,59.72,63.19,77.58,15.43,45.91,75.62,31.38,32.17,74.01,52.0005,-26.33048,Moderate
Istanbul,Turkey,62.84,91.68,72.65,87.23,94.25,60.1,55.82,57.92,42.7,75.3,60.57,60.94,34.65373,-40.65672,Good
Sydney,Australia,61.9,75.99,40.56,72.89,99.08,76.74,64.53,15.74,69.68,39.96,92.04,94.6,32.81312,39.60035,Good
Berlin,Germany,49.06,64.83,74.99,66.95,36.23,47.78,23.8,28.14,31.87,38.79,37.52,77.38,31.83597,-81.47013,Moderate
Amsterdam,Netherlands,55.15,72.07,90.23,41.92,25.0,102.47,24.58,84.52,71.61,53.89,91.51,91.91,28.92102,99.18504,Moderate
Vancouver,Canada,55.07,87.13,73.69,71.34,92.65,46.72,62.4,82.67,29.61,40.94,77.67,84.27,43.8479,90.28666,Moderate
Karachi,Pakistan,51.26,69.24,88.05,42.03,58.88,37.65,51.98,72.5,51.9,65.87,71.44,88.69,45.79441,1.26805,Moderate
Sydney,Australia,53.02,36.82,79.82,55.23,49.18,69.26,17.69,11.55,38.54,51.0,71.94,82.94,49.3981,100.97344,Moderate
Vancouver,Canada,57.64,90.86,46.63,43.57,26.23,89.25,52.35,36.16,76.13,56.42,83.74,59.85,48.48768,-59.50656,Moderate
Sydney,Australia,56.18,76.37,89.63,76.52,76.33,69.39,33.54,60.24,39.65,62.6,36.95,46.37,34.524,-120.34515,Moderate
Doha,Qatar,64.33,75.59,43.65,47.38,105.86,54.91,37.12,32.02,86.13,39.25,62.81,54.07,35.8912,39.0901,Good
Karachi,Pakistan,48.39,47.94,69.37,58.51,115.98,80.24,61.18,82.77,86.89,35.9,75.31,31.32,48.53452,-3.65401,Moderate
Berlin,Germany,54.72,74.53,47.82,88.74,78.75,61.23,63.66,60.71,34.73,86.63,68.14,64.06,36.58012,25.2986,Moderate
Zurich,Switzerland,45.8,58.63,40.64,47.26,73.87,113.96,39.02,15.75,66.04,55.36,84.13,62.83,31.65443,113.32494,Moderate
Paris,France,32.53,74.07,63.21,65.47,33.08,113.04,71.83,82.72,26.58,53.85,34.7,64.14,37.4761,132.03028,Poor
Kuala Lumpur,Malaysia,41.25,41.4,56.23,60.16,77.14,75.21,39.39,86.62,49.37,27.49,74.9,93.31,33.79503,43.13008,Moderate
Zurich,Switzerland,62.65,74.47,66.73,36.09,61.1,59.51,61.31,16.22,73.5,59.86,64.71,89.24,27.17926,77.47473,Good
Singapore,Singapore,56.59,94.96,71.75,82.57,82.68,96.34,44.03,52.59,69.46,63.79,54.65,40.51,53.885,-102.79077,Moderate
New York,USA,45.71,37.89,42.41,39.14,61.93,33.3,68.85,34.27,66.85,64.12,52.12,53.98,54.71201,-82.41037,Moderate
New York,USA,51.93,93.63,46.77,63.46,47.83,72.73,69.47,41.43,41.19,74.49,70.35,57.56,31.91101,69.29927,Moderate
Dubai,UAE,50.66,59.41,70.73,68.64,34.02,60.27,20.25,24.37,48.35,37.42,87.91,53.43,26.3318,-10.68815,Moderate
New York,USA,46.37,87.25,58.87,72.71,54.92,112.85,71.19,56.25,27.72,42.66,62.25,81.9,50.59779,-6.8192,Moderate
Istanbul,Turkey,58.45,81.94,80.1,76.32,34.18,31.08,64.53,86.64,73.93,81.75,83.61,64.06,31.61503,-43.21896,Moderate
Seoul,South Korea,51.07,69.02,75.88,50.2,41.81,79.75,62.48,50.25,57.79,91.3,56.14,67.19,38.16368,35.94944,Moderate
Lahore,Pakistan,52.96,79.31,86.51,35.6,118.8,96.66,27.05,16.63,73.16,34.52,36.66,85.45,26.30887,-75.93126,Moderate
Lahore,Pakistan,50.93,87.71,78.09,78.41,67.19,73.65,63.31,59.6,38.67,59.84,34.0,82.39,32.14571,41.13281,Moderate
Dubai,UAE,39.84,59.25,63.65,67.14,75.53,37.69,66.01,37.22,44.33,39.99,33.34,38.59,52.54448,-78.9433,Poor
New York,USA,44.86,54.62,77.01,85.17,107.99,117.52,32.35,78.47,45.07,29.21,54.71,76.4,52.95827,-108.0861,Moderate
Bangkok,Thailand,49.46,75.06,55.15,84.28,119.58,76.62,72.14,44.77,21.93,47.79,51.92,58.3,31.45505,-37.45521,Moderate
Dubai,UAE,58.57,83.47,56.85,85.6,80.36,85.28,17.99,25.43,45.58,35.06,76.67,49.15,36.0929,-63.74781,Moderate
Barcelona,Spain,69.81,80.74,83.39,64.11,102.19,51.29,23.99,25.29,80.25,74.7,78.28,33.25,28.83258,110.58278,Good
Amsterdam,Netherlands,56.09,82.87,64.55,55.02,56.06,73.51,47.25,71.5,87.3,62.36,33.31,61.67,26.67021,-110.43733,Moderate
Barcelona,Spain,51.57,61.13,83.91,82.49,54.05,68.62,49.55,31.25,58.87,35.07,44.37,53.1,59.71818,-78.19737,Moderate
Amsterdam,Netherlands,45.71,84.07,85.23,62.08,63.26,36.74,53.71,71.38,54.16,25.65,47.83,46.35,47.60138,20.4107,Moderate
Karachi,Pakistan,52.94,42.21,87.17,46.01,88.89,39.55,16.02,26.47,22.31,81.57,65.59,75.15,43.51547,2.48281,Moderate
Copenhagen,Denmark,58.93,67.67,90.41,86.3,89.81,105.37,72.62,35.73,85.94,37.33,39.39,80.02,51.55795,-112.84922,Moderate
Copenhagen,Denmark,43.5,35.35,63.7,87.95,54.95,51.58,17.68,47.24,20.98,67.44,38.71,45.91,54.24278,-123.07811,Moderate
Melbourne,Australia,55.14,54.48,57.54,62.98,37.65,47.55,23.58,85.46,90.86,48.58,91.35,33.21,53.04173,136.838,Moderate
Istanbul,Turkey,58.54,56.99,72.02,39.54,85.08,75.44,15.84,84.54,56.69,65.98,82.27,85.17,24.59542,49.5912,Moderate
Istanbul,Turkey,36.38,58.77,60.41,58.27,37.19,99.19,49.01,26.55,45.65,47.1,41.74,30.65,30.72508,-28.16738,Poor
Kuala Lumpur,Malaysia,61.14,76.73,73.06,83.21,79.96,35.58,70.94,38.66,89.32,31.09,56.43,90.91,47.57659,-0.33545,Good
Berlin,Germany,52.13,58.31,78.81,89.11,90.88,81.91,54.96,21.95,21.83,40.61,53.12,70.8,37.52734,-54.36422,Moderate
Melbourne,Australia,55.97,61.92,77.86,47.21,91.56,40.73,64.36,50.8,63.61,38.16,81.42,50.92,59.36938,-33.60845,Moderate
Vancouver,Canada,54.06,49.25,60.6,39.02,96.58,33.28,15.8,46.85,61.17,54.96,63.16,46.02,47.95457,46.99678,Moderate
Bangkok,Thailand,43.89,57.4,49.18,87.64,107.92,34.75,47.52,82.06,36.45,71.08,38.31,30.59,58.43576,108.94513,Moderate
Kuala Lumpur,Malaysia,35.72,48.64,63.68,58.36,72.5,105.07,42.57,84.4,52.17,43.47,78.03,45.31,31.25207,-76.20554,Poor
Paris,France,39.53,39.39,47.84,67.51,94.37,40.62,44.94,40.69,68.92,25.84,55.8,38.95,55.10245,97.6958,Poor
Vienna,Austria,66.09,71.21,88.96,93.08,83.82,34.06,19.33,49.34,74.53,61.33,47.09,69.79,35.56868,-92.78749,Good
Berlin,Germany,37.67,75.09,59.02,38.99,42.73,69.41,56.07,81.7,20.05,67.4,54.41,40.83,59.62433,-68.02706,Poor
Toronto,Canada,50.44,72.17,48.5,73.9,27.44,105.96,45.19,74.54,90.26,92.4,62.35,64.36,29.67679,-115.14855,Moderate
Chicago,USA,44.68,62.81,41.4,39.45,52.03,53.62,60.91,10.29,32.34,66.26,52.3,68.36,42.58823,-87.68486,Moderate
Tokyo,Japan,48.29,57.79,75.52,57.53,67.09,67.95,44.12,35.6,37.52,57.98,45.72,49.37,52.5424,118.08533,Moderate
Zurich,Switzerland,53.06,86.8,75.03,83.23,83.63,33.59,23.96,43.74,39.76,65.14,55.9,32.28,39.57513,-3.24873,Moderate
Sydney,Australia,51.75,66.14,58.73,61.01,105.75,70.42,53.9,28.38,22.84,89.95,31.25,32.42,40.85103,-104.41855,Moderate
Tokyo,Japan,49.65,63.75,43.94,94.83,43.64,81.99,25.34,25.97,29.23,82.99,80.21,31.71,59.50881,129.32761,Moderate
Singapore,Singapore,54.09,36.54,62.53,68.54,36.93,81.38,67.34,13.02,93.98,47.61,41.11,78.04,39.31109,107.93296,Moderate
Toronto,Canada,39.1,55.47,57.12,54.27,116.53,59.92,51.79,61.47,43.64,41.61,32.85,50.67,45.7466,74.99087,Poor
Seoul,South Korea,43.6,57.81,77.24,48.21,35.26,58.4,24.43,31.0,28.65,43.38,72.49,81.76,25.96343,122.37029,Moderate
Bangkok,Thailand,49.09,58.93,73.32,56.03,70.46,39.6,72.74,14.19,28.02,60.31,80.31,58.06,54.31956,-66.6657,Moderate
Seoul,South Korea,61.5,69.81,60.05,57.35,80.63,63.01,46.1,28.48,73.96,77.08,82.9,59.44,47.33405,96.63786,Good
Karachi,Pakistan,52.11,67.02,51.98,39.12,76.43,38.95,19.37,74.15,84.09,60.23,62.08,63.34,38.54472,57.84767,Moderate
New York,USA,39.52,71.47,94.34,57.17,33.17,98.99,52.61,78.12,39.27,29.75,43.35,76.35,24.5821,105.4862,Poor
Dubai,UAE,48.93,80.89,64.97,62.85,30.42,116.96,30.19,48.65,21.57,75.65,77.92,47.78,45.30008,86.18156,Moderate
Sydney,Australia,51.05,83.78,77.86,78.36,35.02,117.31,63.22,43.29,36.73,81.42,75.48,37.9,24.45568,-33.17881,Moderate
Amsterdam,Netherlands,38.14,78.09,47.73,74.4,80.63,107.86,64.07,88.23,24.24,45.26,46.01,66.14,24.04333,80.21561,Poor
Vienna,Austria,50.77,92.33,66.71,77.53,76.71,84.07,73.74,26.05,27.75,71.49,88.72,51.25,46.17955,-55.44908,Moderate
Barcelona,Spain,37.12,36.09,41.51,35.5,47.21,93.08,45.11,27.23,52.36,54.86,36.78,58.76,30.80461,-37.92308,Poor
Sydney,Australia,55.97,46.75,67.8,48.06,85.59,55.67,42.3,33.35,37.24,87.24,93.87,72.05,30.90795,-96.40498,Moderate
Copenhagen,Denmark,67.32,35.45,93.02,74.7,102.91,86.77,60.21,23.82,58.7,84.17,85.92,62.12,47.51778,122.7953,Good
Doha,Qatar,48.0,73.85,61.13,64.04,28.95,71.01,22.95,40.35,39.01,61.78,74.71,70.32,25.9331,-47.88411,Moderate
Seoul,South Korea,50.79,88.88,42.14,35.32,72.32,73.38,47.81,82.87,90.54,73.41,91.02,65.37,35.2826,12.96495,Moderate
Seoul,South Korea,62.05,49.61,41.7,83.27,90.48,98.2,47.77,59.23,87.95,86.83,76.95,78.09,29.37955,-21.2968,Good
Karachi,Pakistan,60.21,90.62,61.34,81.37,48.97,55.37,20.37,42.96,62.51,59.7,42.38,75.89,44.88635,129.38095,Good
Bangkok,Thailand,33.82,38.62,48.8,67.91,54.24,58.62,40.08,84.75,46.58,46.93,58.74,64.72,47.82355,-36.21197,Poor
Tokyo,Japan,45.47,91.07,41.28,38.99,83.3,113.22,66.2,13.88,48.59,77.76,34.65,74.13,49.96089,81.31464,Moderate
Lahore,Pakistan,63.35,56.1,81.59,80.99,110.3,35.06,66.37,26.82,50.89,40.4,55.33,86.78,33.18832,101.68528,Good
Tokyo,Japan,60.53,41.09,65.22,70.02,101.94,73.71,20.95,55.27,74.57,52.2,78.2,58.1,27.21299,-9.56428,Good
Karachi,Pakistan,43.99,64.15,55.91,81.92,80.4,112.15,20.44,59.24,53.87,85.6,55.12,56.83,26.83261,-24.78447,Moderate
Zurich,Switzerland,64.9,50.41,89.5,80.1,94.37,84.93,30.76,13.16,84.25,75.71,51.47,79.68,39.34146,73.15264,Good
Singapore,Singapore,59.59,52.09,46.39,83.18,59.66,79.18,67.49,42.24,90.81,53.27,68.7,67.87,58.0504,116.91743,Moderate
Tokyo,Japan,49.12,53.44,92.58,66.08,85.89,52.48,22.73,61.93,45.2,40.03,86.69,34.62,31.83825,75.05691,Moderate
Karachi,Pakistan,46.36,83.18,57.27,43.42,69.29,60.89,58.2,65.85,62.05,49.92,33.09,87.99,33.2427,-64.81151,Moderate
Istanbul,Turkey,41.21,67.35,88.86,75.27,43.04,106.68,21.07,61.05,27.13,44.89,55.06,32.0,27.632,110.40155,Moderate
